Customer_ID,Name,Age,Gender,State,City,Income,Income_Group,Education,Profession,Marital_Status,Family_Size,Spending_Score,Last_Purchase_Date,Total_Transactions,Total_Spent,Recency,Frequency,Preferred_Category,Mobile_App_Usage (mins/day),Website_Activity (mins/day),Customer_Lifetime_Value
16d12804,Mohini Upadhyay,57,Male,Punjab,Patiala,698673,Middle Income,Postgraduate,Homemaker,Divorced,6,37,2024-08-13,212,44308,215,28,Electronics,117,16,6864.53
dad783de,Ekansh Sundaram,22,Other,Delhi NCR,Ghaziabad,958105,Middle Income,Others,Business Owner,Divorced,8,67,2024-08-31,138,65274,74,2,Healthcare,6,92,28270.18
a91a1885,Upasna Garde,49,Male,Rajasthan,Udaipur,192069,Low Income,Diploma,Homemaker,Divorced,2,89,2024-05-19,234,56862,118,14,Electronics,96,51,15540.17
c2a9add2,Kabir Keer,70,Female,Delhi NCR,Noida,463693,Middle Income,Postgraduate,IT Professional,Married,8,82,2024-04-26,262,53448,88,9,Groceries,107,66,17511.92
9d65ccbf,Balveer Venkatesh,58,Other,Maharashtra,Nashik,4940553,High Income,Diploma,Business Owner,Divorced,7,44,2023-11-23,303,104535,255,40,Healthcare,109,31,16900.93
37dfc4df,Gopal Kota,30,Other,Rajasthan,Udaipur,1715301,High Income,Undergraduate,Government Employee,Single,8,1,2024-02-27,168,107352,172,50,Luxury Goods,98,62,38297.99
c3cc5247,Vedant Shankar,36,Male,Maharashtra,Nashik,632231,Middle Income,Others,Government Employee,Married,3,36,2024-05-04,89,24653,274,15,Food & Beverages,23,87,4721.25
3068b816,Kiaan Lad,62,Other,Gujarat,Ahmedabad,4524652,High Income,Diploma,Homemaker,Married,4,69,2024-10-07,343,128968,159,49,Travel,97,110,55953.42
93427635,Chandran Dash,51,Female,Delhi NCR,New Delhi,1340752,High Income,Others,Business Owner,Single,3,44,2024-03-10,444,348540,90,5,Electronics,112,49,165391.82
f7f8b0c7,Charan Devan,23,Male,Punjab,Patiala,1085776,Middle Income,Diploma,Homemaker,Divorced,7,58,2024-07-10,300,118800,338,47,Education,25,47,29813.47
215c5e27,Faqid Devan,43,Male,Uttar Pradesh,Agra,4871126,High Income,Undergraduate,Student,Single,4,69,2024-11-01,5,3435,321,20,Groceries,49,53,1430.05
2e912502,Gauri Kata,40,Other,Rajasthan,Kota,219231,Low Income,Postgraduate,Business Owner,Divorced,7,84,2024-08-01,318,232458,152,1,Entertainment,77,120,81902.6
81383e47,Bishakha Tak,28,Female,Gujarat,Rajkot,725760,Middle Income,Undergraduate,Business Owner,Divorced,5,64,2024-01-07,443,397371,202,41,Education,101,15,85365.44
92942150,Arya Vaidya,41,Male,Rajasthan,Udaipur,271975,Low Income,Undergraduate,Government Employee,Single,1,20,2024-10-24,174,34452,187,29,Electronics,47,100,11737.77
3edf7ad1,Advik Roy,36,Female,Kerala,Thiruvananthapuram,3671924,High Income,Postgraduate,Government Employee,Married,6,28,2024-02-26,322,118818,119,36,Groceries,82,40,30075.89
ce64d394,Ronith Malhotra,31,Male,Uttar Pradesh,Varanasi,1614335,High Income,Others,Government Employee,Married,2,67,2024-10-30,237,115656,133,11,Food & Beverages,113,78,28952.05
e5efb104,Turvi Loyal,48,Other,Uttar Pradesh,Varanasi,3048849,High Income,Diploma,Government Employee,Divorced,6,98,2024-01-14,210,156450,14,33,Education,97,70,65979.85
8b85a952,Rehaan Pant,25,Other,Tamil Nadu,Coimbatore,1402795,High Income,Postgraduate,Homemaker,Divorced,6,61,2023-12-25,480,57120,68,14,Education,2,52,24632.99
b59d1ce0,Daksh Sarna,46,Female,Gujarat,Surat,4224786,High Income,Undergraduate,IT Professional,Married,1,32,2024-06-18,183,49776,176,46,Food & Beverages,54,12,24829.15
8f97564c,Guneet Banik,30,Female,Maharashtra,Nagpur,325518,Middle Income,Postgraduate,Business Owner,Single,8,45,2023-12-03,33,22506,34,21,Electronics,71,109,3957.7
db6dd59c,Kala Chaudhari,56,Other,Kerala,Kochi,232669,Low Income,Diploma,Homemaker,Divorced,6,23,2024-09-29,107,81427,101,7,Education,84,13,15649.39
3b471d59,Nimrat Bhat,43,Other,Delhi NCR,Noida,165684,Low Income,Postgraduate,Business Owner,Divorced,7,3,2024-04-04,75,30375,111,47,Food & Beverages,1,79,9197.81
791b2879,Jairaj Seshadri,32,Other,Maharashtra,Pune,788597,Middle Income,Undergraduate,Homemaker,Married,3,93,2024-06-07,499,337823,20,18,Clothing,70,60,41282.7
49280ca7,Damini Barad,62,Other,West Bengal,Siliguri,1303570,High Income,Others,IT Professional,Single,5,92,2024-01-15,484,470448,46,4,Education,73,35,105732.73
6400e34b,Sarthak Banik,58,Other,Tamil Nadu,Trichy,804551,Middle Income,Diploma,Homemaker,Divorced,3,40,2024-11-12,331,229383,66,3,Healthcare,78,77,104596.85
bce7c509,Xavier Sagar,59,Female,Punjab,Chandigarh,3471907,High Income,Diploma,Homemaker,Married,4,62,2024-07-16,450,227250,286,3,Groceries,71,65,99487.29
50eb45ad,Yashica De,53,Other,Maharashtra,Mumbai,985797,Middle Income,Undergraduate,Student,Single,7,90,2024-10-01,301,196252,185,29,Clothing,2,48,21473.63
db4d0af7,Yutika Grover,18,Male,Delhi NCR,Gurugram,305351,Middle Income,Diploma,Homemaker,Divorced,3,27,2024-07-08,429,214071,182,11,Entertainment,76,39,60193.59
67e651fe,Manthan Dave,55,Female,Uttar Pradesh,Kanpur,895360,Middle Income,Undergraduate,IT Professional,Single,4,79,2024-11-10,394,189908,126,23,Electronics,52,65,70413.28
c52265a2,Radha Pradhan,54,Other,Delhi NCR,New Delhi,1184558,Middle Income,Undergraduate,Government Employee,Divorced,4,50,2024-10-14,58,7250,14,47,Food & Beverages,31,70,1715.9
d633140f,Leela Gour,40,Other,Gujarat,Rajkot,2790342,High Income,Postgraduate,IT Professional,Married,5,3,2024-07-30,482,109896,109,29,Electronics,27,100,25946.04
a5ed5d60,Vasudha Rama,52,Other,Uttar Pradesh,Agra,332785,Middle Income,Postgraduate,Homemaker,Single,1,10,2024-07-07,285,208050,184,4,Technology,0,20,92008.58
e68ee271,Tanvi Sahni,50,Male,Delhi NCR,New Delhi,169559,Low Income,Diploma,Homemaker,Divorced,6,92,2024-05-15,56,31136,101,46,Electronics,2,29,7566.95
a6e37543,Madhavi Bumb,43,Male,Tamil Nadu,Trichy,2730535,High Income,Diploma,IT Professional,Divorced,8,9,2024-09-22,314,31714,145,24,Electronics,95,26,13594.89
18e2c620,Gavin Shenoy,28,Other,Kerala,Kochi,615941,Middle Income,Undergraduate,Government Employee,Divorced,6,52,2024-07-22,451,181302,24,47,Travel,32,80,40827.95
cfb7334b,Deepa Balasubramanian,58,Female,Maharashtra,Mumbai,134179,Low Income,Diploma,Government Employee,Divorced,7,8,2024-11-03,283,58581,329,27,Education,27,93,24299.46
469eaf5a,Urishilla Konda,55,Female,Uttar Pradesh,Kanpur,189625,Low Income,Undergraduate,Business Owner,Divorced,7,70,2023-12-28,262,91176,257,4,Electronics,7,115,26483.98
8a8253d0,Lohit Wali,53,Female,Gujarat,Surat,3568113,High Income,Others,Business Owner,Divorced,5,7,2024-06-20,338,82810,224,6,Luxury Goods,19,41,20799.06
74ab168d,Ijaya Sachar,58,Male,Punjab,Ludhiana,226320,Low Income,Others,Business Owner,Single,1,84,2023-12-12,101,67367,8,26,Healthcare,76,95,25016.47
239fcf8f,Nitesh Vaidya,61,Male,Gujarat,Ahmedabad,167520,Low Income,Others,Homemaker,Single,7,98,2024-08-22,324,203796,326,32,Groceries,70,8,25407.25
ab45a9de,William Pingle,48,Male,West Bengal,Durgapur,3473067,High Income,Postgraduate,Government Employee,Divorced,8,59,2024-07-20,473,467797,204,24,Luxury Goods,111,74,91162.73
68fec51b,Joshua Luthra,63,Other,Gujarat,Vadodara,1164123,Middle Income,Diploma,Homemaker,Married,8,21,2024-10-04,270,268380,276,26,Entertainment,85,7,98242.14
74543267,Ekiya Halder,42,Male,Gujarat,Rajkot,781532,Middle Income,Undergraduate,IT Professional,Married,7,69,2024-09-03,212,30104,174,23,Food & Beverages,20,55,10867.39
b66bdbe0,Tamanna Ray,39,Male,Rajasthan,Jodhpur,472916,Middle Income,Others,Homemaker,Single,6,65,2024-01-30,6,4116,304,30,Travel,4,102,1171.24
7f0c889b,Aayush Narasimhan,39,Male,Kerala,Kozhikode,258203,Low Income,Others,IT Professional,Single,2,98,2024-07-01,94,92402,213,27,Electronics,108,30,9943.36
15bfef80,Gauri Cherian,59,Other,Gujarat,Vadodara,455876,Middle Income,Others,Student,Single,7,25,2024-03-31,187,136510,184,31,Electronics,28,65,25311.99
675293f5,Zinal Kota,23,Male,West Bengal,Kolkata,272540,Low Income,Others,Student,Married,3,19,2024-06-10,91,69160,96,37,Luxury Goods,0,14,32886.93
8ed217b0,Vihaan Seshadri,65,Female,Rajasthan,Kota,288610,Low Income,Diploma,Business Owner,Single,8,97,2024-03-29,434,303800,164,4,Luxury Goods,69,84,51755.87
7c380f59,Lajita Som,60,Female,West Bengal,Howrah,298868,Low Income,Others,Business Owner,Divorced,2,66,2023-12-08,235,107160,297,22,Clothing,100,5,19452.15
08bf5154,Gauri Chakrabarti,51,Male,Gujarat,Surat,2476825,High Income,Undergraduate,Government Employee,Married,3,46,2024-05-14,451,257972,344,37,Travel,99,54,35434.0
7c2612bd,Bhavani Hegde,45,Other,Maharashtra,Mumbai,1060693,Middle Income,Undergraduate,Homemaker,Divorced,7,72,2024-06-25,256,156160,173,22,Food & Beverages,112,38,50199.03
a8df1f79,Sanaya Mand,62,Female,Uttar Pradesh,Varanasi,249478,Low Income,Diploma,Student,Single,5,57,2024-05-08,175,92575,79,50,Groceries,102,111,21645.41
40a93df1,Brinda Murthy,20,Female,Maharashtra,Mumbai,151781,Low Income,Others,Student,Married,7,80,2023-12-20,42,20580,352,19,Travel,6,87,8895.11
61913103,Ekanta Kadakia,61,Female,Gujarat,Vadodara,250157,Low Income,Diploma,Business Owner,Divorced,5,78,2024-03-03,218,58424,119,15,Technology,21,107,23485.52
1056de9d,Vedika Palla,47,Other,Rajasthan,Kota,4452294,High Income,Others,Business Owner,Married,8,99,2024-08-11,142,92442,247,1,Groceries,105,101,34705.41
f3fdb272,Vincent Tella,37,Other,Gujarat,Ahmedabad,772662,Middle Income,Others,Homemaker,Divorced,1,40,2024-04-26,300,248700,252,31,Electronics,106,45,53320.18
da021d0d,Diya Biswas,36,Male,Tamil Nadu,Madurai,276355,Low Income,Undergraduate,Business Owner,Married,8,86,2023-11-24,390,289770,109,2,Travel,10,102,137271.53
69ee03c0,Charles Brar,42,Female,Rajasthan,Kota,3772052,High Income,Postgraduate,Government Employee,Divorced,8,68,2024-11-14,313,143041,151,40,Groceries,7,71,68274.97
c8fc8f02,Finn Baral,18,Male,Uttar Pradesh,Varanasi,3855558,High Income,Postgraduate,Business Owner,Divorced,6,35,2024-01-10,434,376712,217,2,Technology,89,108,102598.78
0a88713c,Yatin Saha,45,Male,West Bengal,Kolkata,158680,Low Income,Diploma,IT Professional,Single,8,49,2024-04-14,208,194272,266,3,Entertainment,77,7,96024.37
73b23b53,Kashish Karpe,48,Female,Punjab,Ludhiana,612755,Middle Income,Diploma,Homemaker,Single,5,91,2024-09-23,28,24024,42,34,Luxury Goods,1,39,5382.22
9e0715b3,Watika Varughese,49,Other,West Bengal,Durgapur,299755,Low Income,Others,Government Employee,Single,3,17,2024-09-16,205,179580,9,16,Education,104,12,53214.83
79f4fc51,Faraj Parikh,62,Female,Tamil Nadu,Trichy,3066045,High Income,Others,Homemaker,Divorced,3,8,2024-10-30,166,69886,273,17,Groceries,51,44,14119.2
6f2f0403,Vamakshi Walla,61,Male,Delhi NCR,New Delhi,592692,Middle Income,Postgraduate,Student,Divorced,6,67,2023-12-06,171,88578,282,3,Healthcare,38,111,20383.6
e9b3fa1e,Urishilla Luthra,25,Other,Tamil Nadu,Madurai,682544,Middle Income,Undergraduate,Business Owner,Married,6,11,2023-11-29,28,4060,46,15,Electronics,109,34,1246.48
fdf130f2,Yachana Chaudhuri,62,Male,Tamil Nadu,Madurai,277533,Low Income,Diploma,IT Professional,Single,6,18,2023-11-26,260,61880,14,31,Education,105,10,26258.09
5dd6c73c,Chaitaly Seshadri,70,Male,Gujarat,Ahmedabad,170104,Low Income,Undergraduate,Student,Divorced,1,43,2024-08-12,465,76725,48,23,Healthcare,90,17,12365.4
c808018b,Harinakshi Khanna,64,Female,Maharashtra,Mumbai,158489,Low Income,Diploma,Government Employee,Divorced,4,6,2024-08-27,130,60970,297,10,Electronics,45,77,15733.69
7baa083f,Xalak Kapur,36,Other,West Bengal,Kolkata,264204,Low Income,Diploma,Business Owner,Divorced,7,50,2023-12-30,133,25802,299,48,Clothing,62,19,10419.47
a839912c,Fitan Patil,48,Male,Rajasthan,Kota,751378,Middle Income,Undergraduate,Homemaker,Married,6,24,2024-04-08,192,52992,222,34,Entertainment,94,10,24705.88
40f238d8,Azaan Prakash,66,Female,Maharashtra,Nashik,4186619,High Income,Postgraduate,IT Professional,Married,2,83,2024-06-30,292,204692,270,39,Groceries,10,5,94567.19
ea8defd5,Maya Hora,64,Other,Maharashtra,Mumbai,1155924,Middle Income,Undergraduate,Homemaker,Divorced,7,70,2024-06-26,48,9168,277,13,Technology,36,10,4092.61
01cdf4e8,Kai Patla,21,Female,Punjab,Chandigarh,975514,Middle Income,Others,IT Professional,Married,5,43,2024-06-16,13,1326,17,16,Groceries,84,63,416.78
a84ceac2,Ranveer Shah,19,Male,Uttar Pradesh,Agra,1183803,Middle Income,Undergraduate,Business Owner,Married,6,49,2024-04-15,266,90174,302,28,Clothing,60,108,9283.82
ace39ecd,Tanveer Suresh,50,Other,Karnataka,Mysuru,2808597,High Income,Undergraduate,Homemaker,Single,8,41,2024-02-15,121,14641,304,34,Food & Beverages,89,83,4381.1
044d446b,Ekbal Sharma,28,Male,Karnataka,Hubli-Dharwad,915259,Middle Income,Undergraduate,Student,Single,7,14,2024-10-03,269,81238,4,4,Entertainment,50,26,35337.07
ec0c5f7f,Vedika Krishnan,56,Male,Tamil Nadu,Coimbatore,879666,Middle Income,Postgraduate,IT Professional,Single,1,74,2024-05-14,494,105222,34,23,Clothing,108,47,21403.19
e310e259,Vamakshi Ghose,27,Male,Gujarat,Surat,267649,Low Income,Others,Student,Divorced,7,5,2024-01-05,362,215752,168,31,Travel,50,56,63557.64
8fd61545,Omya Bhasin,48,Female,Gujarat,Ahmedabad,229897,Low Income,Others,Business Owner,Divorced,4,22,2024-02-04,203,196910,45,24,Electronics,101,38,74814.14
65f25213,Yamini Sarraf,18,Male,Maharashtra,Pune,4175492,High Income,Undergraduate,Government Employee,Married,2,85,2024-05-24,204,160344,265,16,Clothing,61,36,55388.67
ef8de099,Wakeeta Narasimhan,56,Male,West Bengal,Howrah,4035310,High Income,Diploma,Student,Married,8,70,2023-12-06,152,117648,182,20,Electronics,5,43,45823.16
a69d479b,Fitan Chada,49,Male,Karnataka,Hubli-Dharwad,200072,Low Income,Postgraduate,Business Owner,Married,8,24,2024-09-28,33,12738,269,41,Electronics,61,37,6194.33
0a8f717e,Bakhshi Sheth,59,Male,Gujarat,Rajkot,669457,Middle Income,Diploma,Student,Married,8,74,2024-01-02,425,138550,6,30,Groceries,93,57,16686.51
c2304a47,Gautam Narula,23,Female,Maharashtra,Pune,4532532,High Income,Undergraduate,Homemaker,Single,4,87,2024-05-11,3,1386,209,19,Education,19,55,674.98
510a15b6,Ekavir Venkatesh,20,Female,Gujarat,Vadodara,676387,Middle Income,Diploma,Business Owner,Divorced,3,21,2024-07-23,234,193518,359,6,Electronics,64,31,79742.44
6344458c,Geetika Kalita,18,Female,Uttar Pradesh,Kanpur,160110,Low Income,Postgraduate,Business Owner,Divorced,5,24,2023-11-26,44,6292,81,15,Travel,8,60,1321.91
39b07125,Anmol Sodhi,40,Male,West Bengal,Siliguri,4197870,High Income,Others,Business Owner,Married,1,69,2024-01-06,52,43888,199,2,Technology,107,96,19123.89
79900a65,Harsh Gaba,69,Female,Maharashtra,Nagpur,728267,Middle Income,Postgraduate,Business Owner,Single,6,72,2024-06-09,145,89465,317,37,Travel,61,3,11208.44
1b254e3c,Upma Dugal,53,Female,Karnataka,Bengaluru,3665350,High Income,Undergraduate,IT Professional,Married,7,44,2024-08-12,3,2304,287,16,Food & Beverages,30,25,364.21
9388506a,Parth Dutt,58,Female,Punjab,Ludhiana,997382,Middle Income,Diploma,Student,Married,6,65,2024-03-28,422,392038,30,44,Clothing,69,51,61091.53
fc868fa6,Chameli Viswanathan,31,Other,Tamil Nadu,Madurai,1641109,High Income,Postgraduate,IT Professional,Divorced,3,31,2024-09-22,247,93860,7,50,Education,60,106,34644.54
1202c640,Caleb Sen,20,Male,Punjab,Patiala,321393,Middle Income,Diploma,Government Employee,Divorced,1,51,2024-01-19,286,99814,328,26,Travel,103,46,29011.32
44614e86,Victor De,21,Other,Tamil Nadu,Chennai,241165,Low Income,Others,Government Employee,Divorced,3,42,2024-02-19,114,70452,144,18,Food & Beverages,57,118,9638.99
b1ccd95e,Bina Choudhry,51,Other,Tamil Nadu,Chennai,507299,Middle Income,Others,IT Professional,Single,1,25,2024-10-12,274,156728,60,17,Clothing,94,88,43308.41
af280373,Rudra Brahmbhatt,44,Other,Maharashtra,Nashik,277081,Low Income,Others,Business Owner,Married,6,16,2024-11-13,283,110653,59,27,Food & Beverages,60,62,34527.51
2a26999d,Ayushman Chana,20,Female,Delhi NCR,Noida,164918,Low Income,Undergraduate,IT Professional,Married,4,98,2024-05-31,178,17978,56,45,Electronics,76,56,3205.86
155cb235,Vincent Babu,26,Other,Delhi NCR,Ghaziabad,196258,Low Income,Diploma,Student,Divorced,3,8,2023-12-20,78,62088,81,31,Electronics,20,48,25017.86
a37d19fa,Widisha Choudhry,36,Other,Tamil Nadu,Trichy,3609570,High Income,Postgraduate,Business Owner,Divorced,6,23,2024-09-19,303,272700,335,43,Entertainment,92,52,76493.88
55dc2bdd,Chandani Bhandari,64,Other,Gujarat,Surat,3888317,High Income,Others,Business Owner,Divorced,8,6,2024-07-21,419,137432,268,19,Luxury Goods,11,62,40279.62
9cf06b0a,Vasatika Aggarwal,33,Female,Delhi NCR,New Delhi,143867,Low Income,Others,Government Employee,Single,5,13,2024-09-04,454,268768,67,31,Travel,119,78,94312.74
a9220478,Adya Mani,34,Male,Rajasthan,Udaipur,270785,Low Income,Postgraduate,Student,Married,4,31,2024-07-29,363,195294,34,50,Clothing,37,36,54226.07
82eb2d2d,Dakshesh Dhar,20,Female,Maharashtra,Mumbai,128846,Low Income,Postgraduate,Student,Divorced,1,7,2024-05-02,181,170864,320,8,Food & Beverages,9,22,70456.8
17c4fe24,Wazir Sane,23,Female,Punjab,Amritsar,392722,Middle Income,Others,Government Employee,Married,1,29,2024-01-10,310,161200,342,33,Healthcare,3,63,33231.8
36c13bc0,Ekansh Bali,68,Other,West Bengal,Siliguri,127953,Low Income,Postgraduate,Government Employee,Single,3,80,2024-10-20,382,241806,193,18,Travel,60,10,40689.34
b9cc0e90,Gauri Khanna,45,Male,Punjab,Chandigarh,992702,Middle Income,Others,Student,Divorced,8,94,2024-09-26,32,21632,79,1,Technology,110,6,3083.19
66d4ae90,Charles Dora,68,Male,Karnataka,Bengaluru,157837,Low Income,Diploma,Homemaker,Single,4,12,2024-09-03,188,163936,233,1,Education,40,101,54076.46
76688881,Zansi Ghose,42,Other,West Bengal,Kolkata,3290703,High Income,Postgraduate,Student,Divorced,4,23,2024-04-08,234,161928,162,17,Clothing,100,80,37642.88
4599f70f,Devansh Lanka,20,Female,Maharashtra,Mumbai,163960,Low Income,Undergraduate,Student,Married,7,98,2024-10-24,454,271492,160,25,Food & Beverages,30,107,105568.34
3b71789a,Bhanumati Sekhon,61,Other,Uttar Pradesh,Lucknow,163144,Low Income,Others,Homemaker,Divorced,8,62,2024-11-17,363,310365,22,46,Technology,13,14,36848.34
f1eb0815,Hredhaan Kamdar,64,Male,Kerala,Thrissur,4341940,High Income,Diploma,Homemaker,Married,2,52,2024-11-15,311,108228,178,48,Food & Beverages,91,67,21824.55
97a982a7,Hemal Shroff,31,Other,Karnataka,Bengaluru,737743,Middle Income,Others,Homemaker,Married,1,42,2024-08-22,10,6580,34,2,Technology,23,80,3153.73
9a3c56c4,Ria Golla,58,Male,Delhi NCR,Noida,176357,Low Income,Postgraduate,Business Owner,Single,8,41,2024-04-03,218,178324,78,21,Entertainment,110,43,86477.92
26ef8160,Zaitra Dhawan,62,Female,Maharashtra,Pune,882142,Middle Income,Postgraduate,Student,Married,8,34,2024-10-23,326,56398,72,5,Luxury Goods,112,24,18730.19
1a5c4c80,Vasatika Setty,60,Female,Delhi NCR,Gurugram,134523,Low Income,Undergraduate,Student,Married,2,7,2024-08-20,106,67204,213,10,Technology,73,62,26663.52
1dd2cff6,Meera Yadav,22,Other,Delhi NCR,New Delhi,2929200,High Income,Others,Homemaker,Divorced,1,8,2024-04-07,152,95760,87,34,Groceries,85,29,23287.74
4a8de67f,Avi Singhal,66,Female,Rajasthan,Jodhpur,3639324,High Income,Postgraduate,Student,Single,4,85,2024-11-16,451,153340,218,46,Travel,38,15,75029.16
23abf378,Hiral Desai,58,Male,Uttar Pradesh,Kanpur,3363318,High Income,Diploma,Business Owner,Married,4,96,2024-07-21,205,188600,44,35,Travel,25,96,53407.46
7ab5c380,Eiravati Bahl,38,Other,Rajasthan,Kota,214282,Low Income,Diploma,Government Employee,Single,1,99,2023-12-30,141,61476,74,17,Entertainment,40,84,8449.11
b98890d8,Oviya Issac,61,Other,Uttar Pradesh,Lucknow,773044,Middle Income,Diploma,Business Owner,Married,7,44,2024-02-22,274,59732,248,41,Travel,85,18,8113.81
cc896da3,Christopher Prakash,43,Female,Uttar Pradesh,Lucknow,1445143,High Income,Undergraduate,Homemaker,Single,4,13,2024-05-11,224,69216,14,46,Travel,22,116,22239.71
2477f6e1,Ethan Ravel,25,Female,Delhi NCR,New Delhi,402463,Middle Income,Postgraduate,Business Owner,Married,7,41,2024-01-16,9,6822,241,44,Education,72,29,2249.41
cc2729f3,Arya Mangat,70,Male,Gujarat,Surat,440566,Middle Income,Postgraduate,Student,Divorced,4,23,2024-07-20,366,47946,233,50,Education,114,55,21708.31
c3b12e2d,Yauvani Kapoor,50,Female,Karnataka,Mangaluru,3670880,High Income,Postgraduate,Business Owner,Divorced,7,24,2024-03-05,118,41300,188,49,Travel,52,14,15360.49
4e85c0b1,Ansh Kumar,62,Other,Punjab,Ludhiana,261658,Low Income,Postgraduate,Business Owner,Married,5,33,2024-02-24,388,67900,19,7,Clothing,55,100,20195.09
49ad03c5,Bhavini Sem,38,Female,Maharashtra,Nagpur,679850,Middle Income,Undergraduate,Student,Single,5,63,2024-08-18,90,61380,344,14,Technology,5,51,13524.64
f86a9f87,Aashi Chandra,65,Other,West Bengal,Durgapur,4159668,High Income,Others,IT Professional,Single,2,58,2024-03-19,338,152776,68,32,Education,34,12,16347.75
a7c78589,Sara Baria,26,Male,Punjab,Amritsar,1037795,Middle Income,Others,Student,Married,3,34,2024-04-23,153,148410,221,42,Electronics,79,78,26027.65
cb72838e,Udant Tella,42,Male,Uttar Pradesh,Varanasi,4854504,High Income,Others,Government Employee,Single,5,48,2024-03-17,173,97053,291,11,Technology,89,65,27201.21
07e9e155,David Tata,53,Male,Tamil Nadu,Madurai,827361,Middle Income,Undergraduate,Government Employee,Married,1,4,2024-07-15,282,64860,271,20,Healthcare,86,62,7963.16
76b6bd23,Upasna Bhagat,39,Other,West Bengal,Howrah,1318923,High Income,Undergraduate,IT Professional,Married,2,69,2024-01-16,387,230265,94,33,Groceries,94,88,101266.87
cbc9ba7e,Gabriel Bath,24,Other,Delhi NCR,New Delhi,234371,Low Income,Undergraduate,Business Owner,Divorced,6,11,2024-01-09,383,159711,238,43,Luxury Goods,21,76,79841.1
fbad1145,Om Chad,66,Female,Kerala,Kozhikode,385704,Middle Income,Diploma,IT Professional,Single,3,96,2024-01-26,90,76680,15,49,Technology,6,13,25216.09
3f51aa1b,Mugdha Andra,51,Female,Kerala,Kozhikode,2798647,High Income,Others,Government Employee,Married,5,29,2024-06-24,234,51480,111,6,Education,25,27,6030.51
ae6ffae7,Gopal Sundaram,65,Female,Kerala,Thiruvananthapuram,3930783,High Income,Postgraduate,IT Professional,Married,3,54,2024-09-23,260,252980,131,3,Travel,120,53,75916.45
08404a81,Bhavya Walla,64,Other,Kerala,Thrissur,1764273,High Income,Diploma,Student,Single,3,40,2023-12-23,294,197568,187,31,Travel,32,63,62514.65
ebb5c7d1,Pranav Narain,61,Female,Karnataka,Bengaluru,4018451,High Income,Others,Business Owner,Married,2,60,2024-11-08,172,124528,237,35,Entertainment,52,61,15509.6
3387f9f8,Jatin Bhandari,27,Male,Karnataka,Bengaluru,1070092,Middle Income,Postgraduate,Business Owner,Married,2,22,2024-04-06,190,177840,351,24,Education,36,33,67833.51
2644d073,Ethan Chatterjee,67,Other,Punjab,Ludhiana,489779,Middle Income,Others,Student,Divorced,6,13,2024-08-07,264,218592,268,24,Technology,16,30,29651.97
6f0989a6,Jonathan Boase,57,Other,Kerala,Thiruvananthapuram,899573,Middle Income,Undergraduate,Government Employee,Married,3,83,2024-06-14,241,90857,196,13,Travel,71,82,40665.71
0bae1cd2,Charita Mistry,69,Other,Kerala,Thrissur,200158,Low Income,Others,IT Professional,Single,2,42,2024-08-11,437,116679,228,3,Technology,84,40,19071.8
d54eb063,Dayita Tara,30,Male,Uttar Pradesh,Lucknow,452790,Middle Income,Diploma,IT Professional,Married,2,94,2024-01-21,361,183749,299,16,Entertainment,35,104,77974.49
19f127a7,Dayita Samra,56,Other,West Bengal,Kolkata,3794457,High Income,Diploma,Business Owner,Married,5,42,2024-09-24,302,296866,354,1,Electronics,17,5,113998.35
df00553f,Forum Sarma,38,Male,Kerala,Thrissur,146545,Low Income,Diploma,Business Owner,Married,7,20,2024-04-18,51,15861,119,33,Electronics,51,47,3078.06
f220c3c1,Alka Shroff,36,Female,Delhi NCR,Gurugram,4592250,High Income,Others,Student,Married,4,56,2024-11-13,376,115432,0,42,Healthcare,87,87,38315.69
2c9f562e,Garima Sundaram,69,Female,Rajasthan,Jaipur,790633,Middle Income,Postgraduate,Government Employee,Divorced,7,45,2024-06-15,12,7200,251,1,Entertainment,68,58,3175.51
c0e4f8a0,Balveer Sarkar,70,Other,Gujarat,Rajkot,2403515,High Income,Diploma,Homemaker,Divorced,2,31,2024-07-30,216,100440,358,21,Luxury Goods,51,35,14987.94
0ad1b95f,Andrew Chopra,70,Other,Tamil Nadu,Madurai,3617453,High Income,Postgraduate,Student,Married,6,12,2024-02-29,139,57824,297,40,Travel,69,61,19545.49
500c2c2c,Nachiket Ram,65,Male,Gujarat,Vadodara,366319,Middle Income,Diploma,IT Professional,Divorced,4,25,2024-03-18,467,94801,330,8,Travel,107,37,29718.28
decbb6b2,Yahvi Kade,70,Female,Karnataka,Hubli-Dharwad,2186474,High Income,Others,Homemaker,Divorced,1,69,2024-03-19,348,331992,174,44,Entertainment,61,3,143766.72
0a03375c,Gauri Ravel,53,Male,Punjab,Chandigarh,181096,Low Income,Undergraduate,IT Professional,Divorced,7,12,2023-11-20,371,369887,218,11,Luxury Goods,103,8,48828.14
977f7948,Lakshmi Sule,28,Other,West Bengal,Howrah,194714,Low Income,Others,IT Professional,Married,3,17,2024-10-12,321,286011,357,17,Electronics,17,63,62188.99
83760160,Azad Bala,22,Male,Delhi NCR,Ghaziabad,490676,Middle Income,Others,IT Professional,Married,4,18,2023-12-05,230,198720,314,24,Travel,30,115,83550.4
b687fad5,Chakradhar Sehgal,44,Male,Punjab,Ludhiana,203437,Low Income,Diploma,IT Professional,Married,6,3,2023-12-03,250,172250,108,19,Technology,66,35,66628.81
